,name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
57133,Haley Ramsey,80270 Jasmine Landing,Port Lori,51433,(368)648-5324x2775,Outdoor activities/education manager,10,178.35,1,0,Surburban,0,Web,No Offer,1.6321372072561176
5581,Tammy Chandler,351 Johnson Brook Apt. 682,New Angelaton,16723,001-398-647-6838,Diagnostic radiographer,10,72.16,0,1,Surburban,1,Phone,Discount,0.8078383832266581
32063,Stephen Foster,714 Brian Mall,Sabrinaview,80362,001-638-733-9497x14097,Garment/textile technologist,2,128.03,0,1,Surburban,0,Phone,Buy One Get One,1.1484402960040432
49639,Chase Kennedy,810 Rose Causeway,Jonesberg,92403,8628505418,Forensic scientist,5,303.12,0,1,Urban,0,Multichannel,Discount,1.030428708125672
36447,Christopher Ramirez,89849 Montgomery Glens,South Robertville,16718,+1-219-801-1660x231,"Programme researcher, broadcasting/film/video",1,556.23,0,1,Urban,1,Multichannel,No Offer,1.6534848640649038
57564,Gina Boyer,57774 Moran Keys Apt. 069,Ashleyfurt,53255,+1-925-411-5993x367,Barrister,1,29.99,1,0,Surburban,1,Phone,Discount,0.2579284838989663
27134,Mark Smith,131 Mark Crest Apt. 398,Rodriguezton,62859,+1-242-874-2512x3677,Police officer,5,29.99,0,1,Urban,1,Web,Discount,1.2988421124432228
18487,Denise Stephens MD,77946 Daniel Point,Dorseyville,89541,(143)898-5874x482,Community education officer,3,137.72,0,1,Urban,1,Web,Discount,2.022986377159788
46913,Dr. Eric Robinson MD,716 Kiara Crescent,New Melanie,32852,610.868.4088x1601,Retail banker,12,700.33,1,1,Surburban,1,Web,No Offer,1.09506140070869
43115,Deborah Davis,0406 Meghan Wells,South Angela,83383,322.622.6812x1879,"Scientist, product/process development",6,579.08,1,0,Rural,1,Phone,No Offer,1.4581771913150738
37027,Juan Turner,606 Moore Island,Derekland,93606,4246631510,Architectural technologist,3,402.8,1,0,Urban,0,Phone,Discount,1.3201806977445996
44843,Kayla Perez,8272 Gregory Road,Port Henryside,3532,(230)423-2460x06997,Barrister,2,355.45,0,1,Urban,0,Phone,Buy One Get One,0.3892256028724126
63046,Jasmine Walker,014 Day Cliff Suite 542,Morseside,79548,857-459-9279x89618,Astronomer,1,97.77,1,0,Surburban,1,Web,No Offer,0.8440346755095268
45441,Lori Wagner,336 Brian Viaduct,Martinchester,94434,929.209.1205,Civil Service administrator,10,150.93,0,1,Surburban,0,Phone,Discount,0.32008990676431903
24902,Michele Fox,11884 Daryl Court Apt. 965,Mckinneyfort,22353,+1-605-777-5224x132,"Librarian, academic",9,429.19,0,1,Urban,1,Phone,Discount,0.046946388688136935
7932,Francis James,891 Sean Estates,Smithhaven,94015,(597)796-9543x00880,Prison officer,6,568.77,1,0,Surburban,1,Phone,No Offer,1.7958216066228463
19300,Kayla Holloway,63343 Theresa Islands Apt. 911,South Brian,19637,001-499-960-3153,Arboriculturist,2,114.65,1,0,Surburban,1,Phone,Discount,1.7873699811671395
59517,Crystal Aguilar,7828 Hodge Station,East Katieland,61638,(111)788-5879x926,Advertising copywriter,5,117.88,0,1,Urban,0,Phone,No Offer,1.1373398964652583
9875,Patricia Nash,046 Robert Gardens,Scottfurt,89502,(012)857-0274,Horticultural therapist,11,65.55,0,1,Surburban,0,Phone,No Offer,0.7673255098238594
53667,Deanna Austin,36974 Sheila Turnpike Apt. 560,West Steventon,16917,(320)135-7703,"Accountant, chartered certified",7,244.88,1,0,Surburban,1,Phone,Discount,1.5775866867875274
16535,Regina Garcia,8098 Williamson Road,Stephenburgh,90759,976-826-5408x0891,Television/film/video producer,2,689.14,1,1,Surburban,1,Multichannel,Buy One Get One,2.585110161541673
21165,Jonathan Sparks,85969 Kaitlyn Prairie Suite 192,Port Mike,78295,(730)167-4406,"Civil engineer, consulting",2,159.26,0,1,Rural,1,Phone,Buy One Get One,1.4817534815743936
45482,Mr. Adam Flowers,72087 Cabrera Dam Apt. 951,Schmittfort,55269,701.565.9242x9342,"Scientist, research (maths)",2,922.01,1,0,Surburban,1,Multichannel,Buy One Get One,1.0986499514121333
53052,Kimberly Benitez,2216 Rice Walks,Solisstad,94393,001-267-046-0573x5610,Chartered public finance accountant,4,756.18,1,1,Urban,1,Phone,Discount,0.48341752870165505
56431,Hannah Graves,6050 Taylor Cove,Owenshaven,86329,001-497-734-8250x8204,Scientific laboratory technician,8,29.99,0,1,Surburban,0,Phone,No Offer,0.027013434869428418
53403,David Stuart,808 Boone View,Port Mitchellmouth,11804,490.953.0356x3257,"Librarian, public",7,170.19,0,1,Urban,0,Web,Buy One Get One,1.6103345467708543
5283,Miss Ashley Lamb,20866 Jerry Radial Apt. 479,South Travistown,18870,+1-896-501-1596x12239,"Production assistant, radio",5,133.14,1,0,Urban,1,Phone,Buy One Get One,1.7406578312394143
2318,Michael Smith,01527 James Dale,Jonesstad,73060,333-534-5618,Medical sales representative,4,291.77,1,0,Urban,0,Multichannel,No Offer,1.087524817750658
48600,Connie Williams,0758 Lopez Greens,Michaelshire,95858,666.745.1676x649,Rural practice surveyor,5,29.99,1,0,Rural,0,Phone,Buy One Get One,1.2509258443929256
3527,Taylor Lawson,3538 Danielle Green Apt. 942,West Cathy,36832,752-617-5918x922,Aid worker,11,57.48,1,0,Urban,1,Phone,Buy One Get One,0.4446110639295778
63342,Jamie Owen,734 Dodson Place Apt. 897,Johnmouth,99320,169-382-2635x824,Restaurant manager,10,189.19,1,0,Surburban,0,Phone,No Offer,1.332090960231196
22050,Julia Zavala,241 Martinez Glen Suite 933,South Jasminefurt,17675,224.291.3280x935,Administrator,11,213.08,0,1,Surburban,1,Web,No Offer,1.6051015449046284
35521,Leah Cooper,367 April Shores Suite 318,Martinezland,21626,3178646961,Health service manager,7,794.1,1,1,Surburban,1,Phone,Buy One Get One,0.7424655952249919
4028,Derek Henson,106 Holmes Junction,North Danielland,54176,+1-591-291-6902x33036,Radio broadcast assistant,3,205.96,0,1,Surburban,0,Web,Buy One Get One,0.964112533549383
19270,Kimberly Bowers PhD,68862 Adam Light,Port Robertberg,37775,+1-821-051-7847x73706,Secretary/administrator,5,84.56,1,0,Urban,1,Web,Discount,1.2351591054053492
51291,Mikayla Murphy,37008 Ramirez Street Apt. 945,New Ginaton,96808,033.935.1992x3309,Corporate investment banker,10,305.96,1,1,Urban,0,Web,Discount,2.1284525926850684
24542,Tiffany Campbell,03148 Fernandez Ramp,Danielsmouth,41450,593-145-2004x68393,Agricultural consultant,9,213.0,1,0,Surburban,1,Web,Buy One Get One,1.4759429048817412
34726,Adam Howard,04388 Davila Mill,Jameschester,92590,+1-654-564-0307x83948,"Surveyor, commercial/residential",1,166.43,1,0,Urban,1,Web,Discount,0.8422794538556188
22465,Lauren Hamilton,1518 Scott Junctions,Port Cathy,25086,+1-483-918-7467x984,Sales executive,4,167.91,1,0,Rural,0,Phone,No Offer,2.0807446899556044
60578,Taylor Johnson,4184 Russell Wells Suite 377,New Gloria,59142,+1-172-500-7561x16941,Automotive engineer,10,226.18,1,0,Surburban,1,Multichannel,Discount,0.1614275511361516
49245,Tina Fox,955 Atkins Causeway,Port Luis,32134,7512321025,Cytogeneticist,5,484.43,1,0,Rural,1,Phone,Discount,0.3781569273619353
37064,Jackson Butler,616 Sanchez Isle,Jordanhaven,57532,+1-021-243-5503x5093,"Exhibitions officer, museum/gallery",3,127.99,0,1,Surburban,0,Web,Discount,1.7533841604750668
19469,Monica Wilson,574 Molly Flat Apt. 767,Wardberg,60550,414.532.1079,Charity fundraiser,6,243.07,0,1,Urban,0,Phone,No Offer,1.4482351478967392
18494,Robert Boyd,67714 Preston Lakes Apt. 935,North Maria,8522,001-192-055-8012,Immigration officer,10,320.57,0,1,Surburban,0,Web,Buy One Get One,0.8294542275000116
12088,Lynn Garcia,4146 Stephanie Valleys Suite 031,Youngside,35352,900.900.5234,"Embryologist, clinical",1,237.63,1,0,Surburban,1,Web,Discount,1.5932963732485288
24931,Karen Sims,41831 Karen Roads Suite 171,Jeffreyfurt,24518,446.455.1029,Planning and development surveyor,3,43.16,0,1,Rural,0,Phone,Discount,0.7235573651080194
52533,Carol Anthony,1114 Frank Gateway Suite 545,Hollyville,13898,607-566-7249x9885,Armed forces training and education officer,6,29.99,1,0,Urban,1,Phone,Discount,0.6848705324970961
34548,Nicholas Kim,1287 Aaron Loop,South Russellton,42076,518.837.2434x12244,Advertising account executive,1,120.97,0,1,Surburban,1,Web,Discount,1.5352988810159824
29075,Jenny Mcpherson,363 Jaime Fields,East David,42842,340-502-7417x9941,Herpetologist,4,45.24,0,1,Rural,1,Web,Buy One Get One,1.0436269026909977
16156,Angela Haynes,944 Johns Well Suite 842,Evanston,15558,510-530-8586x901,"Engineer, energy",2,39.74,0,1,Urban,0,Web,Discount,0.5400694369315191
20731,Victoria Peters,0191 Stanley Fields,Tateport,7237,(073)571-5234x741,Wellsite geologist,4,478.61,1,1,Surburban,0,Multichannel,No Offer,2.0074839024410407
18374,Patrick Stanley,469 Gates Gateway Apt. 211,New Calvinfort,86893,+1-635-866-9466x827,Trade mark attorney,5,259.82,1,0,Surburban,0,Web,Discount,0.7636649320179374
5734,Adam Molina,18504 Morgan Plains,Port April,53545,001-361-488-5050,Multimedia specialist,10,1130.38,1,0,Rural,1,Web,Buy One Get One,1.057509050367581
41758,Scott Cardenas,748 Miller Glen Suite 103,Rubenburgh,98820,196.727.8873,"Designer, fashion/clothing",10,29.99,1,0,Surburban,0,Web,Buy One Get One,0.4586082683826439
51690,William Rubio DDS,9006 Joshua Crescent,Beckerton,14351,001-740-701-1627,Translator,3,29.99,1,0,Urban,0,Web,No Offer,0.33874890302038496
11793,Xavier Moore,560 Saunders Villages Apt. 984,East Brianview,10539,375-159-2113,Prison officer,10,101.39,1,0,Surburban,0,Web,Buy One Get One,1.4462026778527706
37647,Brian Hernandez,4181 Phillip Island Apt. 731,Brianburgh,46787,001-157-842-4661x40897,Geographical information systems officer,9,185.26,0,1,Urban,0,Web,Buy One Get One,0.548948017000521
7196,Deborah Bush,975 Moore Ford,Campbellfurt,13161,838.819.7949x94320,"Research officer, trade union",10,144.44,0,1,Surburban,1,Web,Buy One Get One,0.8342691065201693
43048,Hector Parker,6668 Patricia Turnpike Apt. 100,Marytown,62739,9777464819,Set designer,7,323.74,0,1,Rural,0,Web,Discount,1.2642222310792672
11723,Gail Schroeder MD,59120 Thornton Wells,South Patriciahaven,50036,672.452.7988,Armed forces training and education officer,1,602.6,1,1,Urban,1,Web,No Offer,1.721496492531615
27985,Kelly Walls,68372 Lauren Cliff Apt. 284,Port Alvinmouth,60813,518-206-1264x4922,Arboriculturist,2,1332.22,0,1,Surburban,1,Multichannel,Discount,1.3555469481941018
8903,Katherine Liu,481 Hatfield Gateway,Jeffreymouth,82840,001-281-744-4480,"Sales professional, IT",9,29.99,1,0,Urban,0,Phone,No Offer,1.779287010671888
21166,Brian Hess,898 Craig Pines,Austinshire,80145,(890)163-4634,Recruitment consultant,5,130.22,0,1,Rural,0,Phone,No Offer,1.3122685595264958
12891,Mark Mcguire,8599 Clark Fall,North Stevenfort,41241,+1-568-202-2625,Sports coach,1,582.91,0,1,Rural,1,Phone,Discount,1.2476213953476596
57566,Debbie Smith,1038 Adam Ports,New Tiffanystad,55928,+1-627-540-0441x8777,Advertising copywriter,4,549.77,1,0,Rural,1,Multichannel,Buy One Get One,0.4451784698718133
18986,George Richardson,238 Lisa Streets,Mosesville,98157,694.981.3971x506,Claims inspector/assessor,1,290.44,0,1,Rural,1,Phone,Discount,1.1080112295797644
22960,Lauren Burns,1263 Angela Ferry,Thomasbury,50331,+1-605-268-7127x02669,"Engineer, land",2,225.77,1,0,Surburban,0,Web,Buy One Get One,0.5085772555103347
62134,Ethan Miller,15613 Brenda Springs Apt. 900,North Angelaburgh,67868,867-617-0204,Veterinary surgeon,10,108.54,0,1,Urban,0,Web,No Offer,1.7717426511221783
26148,David Hernandez,83407 Turner Via Suite 768,West Nicholasland,40843,001-270-774-3584,Veterinary surgeon,1,165.03,1,0,Surburban,0,Web,No Offer,1.6776824625988156
6905,John Arnold,998 Sarah Plaza,Mariaborough,16635,001-935-181-7594x935,"Copywriter, advertising",5,29.99,1,0,Urban,0,Web,Discount,0.9906662183219398
25594,Christine Coleman,41662 Reynolds Mission,New Leslie,78659,001-437-869-1271x601,Records manager,1,801.99,1,1,Rural,1,Web,Buy One Get One,1.1183347152647831
19137,Christine Smith,2271 John Landing,Kariville,84836,175.547.2838x64358,Location manager,7,518.25,0,1,Surburban,1,Multichannel,Discount,1.4004341735442016
47920,Donna Koch,7463 Tammie Land Apt. 501,Sarahchester,89701,708-401-5009x306,Public affairs consultant,6,356.75,1,0,Urban,0,Web,No Offer,0.633021017774431
25775,Robert Murray,378 Mccarthy Canyon Suite 710,East Jamie,50163,+1-627-426-8326x5634,Secretary/administrator,11,29.99,0,1,Surburban,0,Phone,Buy One Get One,1.071100488341124
25945,Carlos Rios,3374 Monica Inlet,Wilcoxbury,49194,793.580.4156x6606,Optometrist,5,76.76,0,1,Urban,0,Web,Discount,0.8408048893324911
35535,Joseph Hayes,2708 Shelly Manor Suite 692,New Scott,55490,560-836-8568x502,"Doctor, general practice",1,79.45,1,0,Urban,1,Web,Buy One Get One,1.2279922011662951
44282,Justin Sims,587 Mooney Mountain Suite 637,Pruittview,12451,(453)018-6965x41950,Operational researcher,9,59.65,0,1,Rural,1,Web,Buy One Get One,1.0222684850295682
49549,Erica Knight,418 Mccullough Neck,Sherryhaven,73006,001-844-098-3463x162,"Lecturer, higher education",2,183.89,0,1,Rural,0,Web,Buy One Get One,0.9478862618677459
31182,Linda Walker,161 King Spur Suite 302,New Megan,62640,(649)505-9590x2875,Interpreter,6,333.97,1,0,Urban,0,Phone,No Offer,1.230937312769333
16328,Kerry Moore,872 Eugene Roads Apt. 097,Murphyhaven,40219,538.623.3565,"Nurse, adult",6,216.73,0,1,Surburban,1,Phone,Buy One Get One,1.5667644037884674
10512,Jose Bernard,963 Bowers Light,West Nicoleburgh,23254,889.845.1316,Systems developer,11,53.95,1,0,Surburban,0,Web,Discount,0.7459037143196614
34785,Joseph Morris,77203 Karen Lake,West Donald,42809,661-168-8898x5941,Management consultant,1,82.06,1,0,Surburban,1,Web,No Offer,-0.3251211964981646
41448,Paul Davis,71166 Thomas Circle Suite 299,East Daniel,97847,153-238-4474x8284,Actuary,2,105.87,1,0,Surburban,1,Web,Buy One Get One,0.7367832843436981
10703,Albert Juarez,8310 Steven Run,Vargasside,36556,(855)137-0776x21103,Network engineer,1,314.09,0,1,Surburban,0,Web,Buy One Get One,0.9139725201987534
22823,James Stevenson,776 Davis Islands,West Dustinview,88705,(529)596-2024x37511,Restaurant manager,4,59.39,1,0,Surburban,1,Web,No Offer,0.7080946770699057
25509,Brian Foley,932 Bryan Curve,Kristinaville,67908,712-783-9268x081,Regulatory affairs officer,10,221.54,1,0,Surburban,0,Phone,Buy One Get One,1.072694455610468
58950,Robert Orozco,5076 Taylor Wall Suite 079,Simmonsside,72932,104-266-0236x995,Hydrologist,1,523.15,0,1,Surburban,1,Phone,No Offer,1.0652467671608838
10141,Marcus Frank,0243 Miller Stravenue,Conradburgh,79706,(256)456-7094x132,Public relations officer,1,593.09,0,1,Surburban,1,Phone,No Offer,1.3872363067723132
1274,Maurice Davis,91379 Collins Freeway Suite 845,Kristinaberg,84600,+1-266-902-1032x3692,"Engineer, communications",5,147.61,1,0,Rural,0,Phone,Discount,0.8318466310610012
44713,Victoria Fisher,749 Walker Squares,Hawkinsport,17571,807.875.2202x871,Product manager,4,33.63,0,1,Urban,1,Web,No Offer,1.6269758737821132
52744,Bryan Wise,60142 Gabrielle Lodge Suite 124,Lake Russellfurt,8897,057-395-4355x4700,Herpetologist,2,840.47,1,1,Urban,1,Phone,Discount,2.137126179292688
22116,Joshua White,70371 Jessica Loaf Suite 691,West Andreahaven,29171,590.844.0673x3749,Consulting civil engineer,5,330.93,0,1,Surburban,0,Web,Discount,1.7187188714839403
43829,Jonathan Smith,7461 Marshall Summit,Thomasbury,83189,320-616-3912,Mining engineer,3,29.99,0,1,Surburban,1,Web,No Offer,0.9628652553721398
29226,Robert Wang,59521 Collins Prairie Suite 477,Hillview,92094,+1-464-524-4184x9270,Hospital doctor,2,781.97,0,1,Urban,1,Phone,Buy One Get One,2.7535703922806056
33220,Ryan Barrett,67278 Brown Port,Lopezfort,65624,+1-953-980-8983x219,Health and safety inspector,1,2766.42,0,1,Urban,1,Multichannel,Discount,0.6837868132954334
36472,Megan Kim,3486 Deanna Ports Suite 794,New Cindy,39962,001-085-292-0937x3340,"Education officer, community",4,334.67,1,0,Urban,0,Phone,No Offer,1.7712703917967394
21191,Mr. Sean Fletcher,2014 Quinn Pike Apt. 639,West Patrick,22703,989.148.0318x6163,Ambulance person,4,451.15,1,1,Urban,1,Web,Buy One Get One,1.110031126618655
14974,Alicia Brown,0703 Smith Trail,West Chelsea,66052,(790)679-7731x0895,Chartered management accountant,9,142.51,1,0,Surburban,1,Web,No Offer,1.1968910499458505
40649,Deborah Brown,14488 Diana Junction,West David,2970,131-395-9122x9846,Radiation protection practitioner,6,96.16,1,0,Surburban,0,Phone,Buy One Get One,0.4506965296014489
21205,Rebekah Davis,3822 Davis Inlet,Dylanfort,89814,(540)119-4186,Passenger transport manager,2,537.77,0,1,Urban,1,Web,Buy One Get One,0.9672920084654656
55343,Juan Adkins,14320 Michael Drive,Staceyburgh,14322,+1-328-606-3399,Air broker,3,153.63,0,1,Surburban,0,Phone,Discount,0.6809212384780041
11512,Daniel Wyatt,3744 Jensen Manor Suite 742,Patrickhaven,70841,244-568-7041x10977,Health visitor,6,99.56,0,1,Surburban,0,Web,No Offer,0.6074980541442478
34756,Lisa Powell,036 Christopher Island Apt. 129,East Christopherberg,72792,655.504.9217,Ship broker,10,50.86,1,0,Urban,1,Phone,Buy One Get One,1.2054352775896688
8669,Shannon Scott,32409 Smith Row Apt. 354,Rebeccashire,89728,(472)602-2824x669,Tourist information centre manager,1,144.62,0,1,Surburban,0,Phone,Discount,0.044714783962232614
46032,Misty Powers,8800 Nelson Courts,Sarafort,32432,071-689-3354x1045,Educational psychologist,11,157.63,1,0,Surburban,0,Web,Buy One Get One,1.4502679660437374
21003,Kelsey Martin,17071 Leach Unions,Jenniferside,52881,442-656-2043x712,"Social research officer, government",5,475.01,0,1,Surburban,0,Phone,Buy One Get One,0.7865618118955942
2414,Joseph Cooper,46189 Martinez Mill,Holtmouth,23647,145-174-2880x0222,Financial risk analyst,4,110.72,1,0,Surburban,1,Phone,No Offer,0.887153345892776
6979,Nicole Huber,24565 Ford Loaf,North Dannyfort,53625,+1-735-297-1993x583,Warden/ranger,1,29.99,0,1,Urban,0,Web,Discount,0.7019167593370141
39626,Calvin Harvey,75056 Darren Fall Apt. 977,Stoneberg,55123,(537)850-9584x117,Estate agent,6,369.5,0,1,Urban,0,Multichannel,No Offer,0.7943022683097544
42109,Michael Taylor,7370 Burns Prairie Apt. 808,South William,73771,925-985-1452,Information officer,4,712.86,0,1,Urban,1,Web,Buy One Get One,1.3081551425443303
40074,Melissa Huber,8242 Roach Shoal Suite 650,Port Juliefurt,47239,161.941.2976x2401,"Optician, dispensing",9,65.5,0,1,Rural,1,Web,Discount,1.1921214951656778
58721,Sharon Montoya,0410 Christopher Alley,Morrisport,43392,(651)935-7915,Publishing copy,3,349.16,0,1,Surburban,0,Phone,Discount,1.1780575223099619
8553,Adriana Garcia,492 Robert Mews,Moseston,31278,762.024.1274x189,"Engineer, production",6,125.77,1,0,Surburban,0,Phone,Buy One Get One,0.8446745508559321
54727,Carl Atkins,05536 Lisa Tunnel Suite 169,Frankbury,34469,+1-720-367-1240x40687,Research scientist (maths),9,29.99,0,1,Urban,1,Phone,Buy One Get One,0.9004741498113686
54778,William Smith,313 Sara Oval Apt. 827,Lake Aprilmouth,43664,083.487.2533x23234,Music therapist,8,52.58,0,1,Surburban,0,Phone,Buy One Get One,1.2397797803314368
31774,Melissa King,372 Ponce Neck Suite 464,South Ericfort,38684,+1-326-387-5256x537,Tax adviser,2,389.37,1,0,Urban,0,Phone,Discount,1.3428766475539022
12310,Adam Smith,5867 Osborn Via,West Brendachester,36890,702-273-0569x78993,Environmental manager,8,116.35,0,1,Urban,0,Phone,Discount,1.09120000849826
1598,John Mitchell,410 Aaron Throughway,Daisyhaven,34790,(097)863-6616x75220,Commissioning editor,9,142.67,0,1,Urban,0,Web,Discount,1.6361829805379229
57079,Jonathan Schneider,6872 Stephanie Branch,Port Brittney,40479,+1-790-565-2080x3626,Materials engineer,5,210.84,1,1,Urban,1,Web,Discount,2.572114809707136
38745,Lisa Oconnor,772 King Orchard,South Daveborough,89687,086-754-3762x008,Probation officer,3,231.8,1,1,Urban,1,Web,No Offer,2.02162339262608
44289,Erin Mcguire,4598 Andrew Freeway Apt. 003,Michelleport,68147,274.333.3356x2911,Pathologist,9,228.86,1,0,Surburban,0,Web,Buy One Get One,0.9572986046865244
23331,Matthew Burke,7850 Guzman Drive,Davisville,20989,223-675-5158,Camera operator,1,1232.93,0,1,Surburban,1,Multichannel,No Offer,2.358301713423318
45294,Douglas Murray,586 Randall Causeway Suite 432,South Elizabeth,62602,140-734-8471,Tourism officer,4,35.38,0,1,Rural,1,Web,No Offer,0.8351320853794545
8885,John Wilson,9839 Bethany Unions Apt. 103,New Alexandershire,48808,+1-671-948-2443x414,Medical laboratory scientific officer,9,180.15,1,0,Surburban,1,Phone,Buy One Get One,0.44677911697190203
10850,Angela Jones,707 Mueller Shore Suite 276,New Judy,45162,001-735-316-4947,Logistics and distribution manager,2,679.65,0,1,Urban,1,Phone,Buy One Get One,1.3436225868713252
10423,Jocelyn Wu,464 Horton Stream,New Williammouth,27405,998.451.6752x2580,Charity officer,2,68.44,0,1,Surburban,0,Phone,No Offer,1.1710312445274191
28024,Wanda Melton,08880 Ellis Villages,Matthewhaven,33394,948.794.0901,Translator,1,158.09,0,1,Surburban,1,Web,Discount,0.7186067552722643
30156,Jeanette Adams,189 Lopez Rest Apt. 463,Desireeland,73544,001-578-004-6399,Cartographer,4,58.02,1,0,Surburban,1,Web,Buy One Get One,1.234903911499987
43013,Juan Garcia,0347 Amber Camp,Candaceberg,52948,172-350-1274x7516,Data processing manager,7,186.28,0,1,Surburban,0,Phone,Buy One Get One,2.519672999296639
33708,Kathryn Davis,1873 Steven Views Apt. 281,Jonathanbury,56132,+1-859-199-9140x77065,Copy,1,203.08,0,1,Urban,1,Phone,Buy One Get One,2.0912681298473004
38785,Eric Weeks,2751 Cline Tunnel Apt. 444,Marieborough,79338,7983531216,Exercise physiologist,1,321.83,0,1,Surburban,0,Phone,Discount,0.7346818220734692
46944,Ana Jordan,15721 Evan Estates Suite 445,Chambersside,48165,(410)413-4514,"Research officer, political party",10,74.33,0,1,Surburban,0,Phone,No Offer,1.1806940571198283
9762,Charles Rose,993 Roman Extensions Suite 420,Pamelaland,9530,+1-071-841-2184,"Doctor, hospital",7,221.0,1,1,Urban,1,Web,No Offer,0.9100868489324944
55596,Gary Davis,3836 Hawkins Light,Antoniobury,53660,(124)002-0504,Print production planner,6,204.49,0,1,Urban,0,Multichannel,No Offer,1.4192875096111264
48791,William Castillo,422 Gilbert Mountains Suite 375,Lake Brandonshire,69674,042-710-5850,"Conservation officer, nature",9,92.35,0,1,Rural,1,Phone,No Offer,0.7172014281825941
43190,Brittany Garcia,4198 Ferguson Squares Suite 750,Lake Rebecca,74459,3995100387,Land/geomatics surveyor,2,515.66,1,0,Surburban,1,Web,Discount,1.1401879999630231
45472,Patrick Stevens,28998 Mary Forge,East Stacy,58927,360.452.3056,Retail merchandiser,8,252.4,1,1,Urban,0,Web,No Offer,1.812727987211857
37311,Eric Smith,1318 Lewis Knolls,Johnberg,74273,+1-028-057-7629x9269,Retail manager,3,158.31,0,1,Rural,1,Phone,Buy One Get One,0.6262513916227882
33253,Shannon Stewart,2723 Amanda Lane,Shahmouth,12672,5565153936,Dietitian,11,29.99,1,0,Rural,0,Phone,No Offer,0.8994062777214401
35007,Kent Curtis,423 Lane Harbor Suite 947,Jacobfurt,50546,0466925470,Land/geomatics surveyor,11,30.7,1,0,Surburban,0,Web,Discount,0.9171861079487716
9460,Shelley Diaz,00319 White Tunnel Apt. 510,New Sarah,26017,001-549-499-2191x0679,"Designer, interior/spatial",9,480.84,1,0,Urban,0,Phone,Discount,1.9723211091900483
61509,Terry Cook,7730 Lisa Points Suite 950,South Julie,58892,210.040.7082,Fashion designer,2,255.54,0,1,Urban,0,Web,Buy One Get One,1.0991768235795172
5655,Megan Gonzalez,7222 Shelby View Suite 143,South Katherinehaven,87050,001-650-269-8018x1200,Electronics engineer,1,540.61,1,0,Surburban,1,Web,Discount,0.8498655273000164
32650,Joseph Todd,83408 Yvonne Trace Suite 461,Danielport,63299,894-508-8095,Ophthalmologist,9,72.57,1,0,Urban,0,Phone,Discount,0.5891520588385218
35913,Christopher Lin,317 Elizabeth Islands Suite 897,Lorihaven,85084,227.092.9768,"Scientist, research (maths)",8,117.96,1,0,Surburban,1,Phone,No Offer,1.0134116457515159
50252,Ronald Ingram,3441 Michelle Unions,South Jeffrey,73695,+1-298-443-7992x6438,Manufacturing engineer,6,29.99,1,0,Rural,0,Web,Discount,1.1834945420743428
48903,Amanda Chase,5676 Hoffman Spring Apt. 919,Whiteside,12498,+1-880-735-5073x1799,"Engineer, mining",6,444.75,0,1,Surburban,0,Phone,Buy One Get One,1.2379320344703373
47568,Keith Gibson,1778 Kevin Haven,Wadeshire,26583,645.293.0024,"Engineer, electrical",7,31.28,1,0,Urban,1,Phone,Buy One Get One,0.2912506535298558
30010,Kenneth Larsen,555 Stephen Village,West Sara,36761,(576)211-1260,Make,2,202.82,0,1,Surburban,1,Phone,No Offer,1.8122314620018527
7690,Gail Stuart,6046 Mathis Court Apt. 284,Williambury,22394,784-361-0245x7997,Music tutor,5,29.99,0,1,Rural,0,Phone,Discount,2.058602282767765
6871,Joyce Leonard DDS,240 Hannah Springs,South Tonystad,8914,087-532-2916,Exercise physiologist,4,822.63,1,1,Urban,1,Multichannel,No Offer,1.6804196453049949
29763,Katherine Levy,89560 Villa Streets Apt. 857,East Teresaborough,79902,818-734-9955x079,Editorial assistant,3,180.05,1,0,Surburban,0,Phone,No Offer,1.103421831625008
6902,Mark Davies,2780 Barnes Oval Apt. 518,Weissview,70158,950-253-0118,Geochemist,12,30.51,0,1,Surburban,1,Phone,No Offer,0.8247308458462137
27624,Gregory Hartman,960 Stevenson Land Suite 148,Davisstad,53013,999.337.3383x965,Cytogeneticist,11,134.98,1,0,Rural,0,Web,No Offer,0.999258492436826
23868,Jennifer Morales,68522 Skinner Divide,Pittsmouth,66354,(209)103-8567,Animal technologist,2,544.58,1,1,Urban,1,Multichannel,Buy One Get One,0.6920177044037374
7801,Justin Baldwin,65920 Kimberly Coves Suite 115,Benjaminfort,94758,001-155-537-1004,Press photographer,2,211.91,0,1,Urban,0,Phone,Discount,1.009063324025524
35841,Michael Jones,9444 Denise Tunnel,North Stephanie,55305,+1-636-779-8188,Ergonomist,3,821.09,1,1,Urban,1,Phone,Discount,1.6088893170548877
1898,Jonathan Smith,33323 Jonathan Courts,Lake James,67479,(593)133-2632,IT consultant,11,169.66,0,1,Surburban,0,Web,Discount,2.332599162924538
19106,Tina Garcia,468 Liu Burg Apt. 991,Meghanmouth,41894,(080)390-8443x1129,Sub,8,41.89,1,0,Urban,1,Phone,Discount,1.1534083078918178
37369,Jennifer Johnson,2672 Le Divide,Spencerfurt,19662,+1-134-213-4012,Economist,2,80.63,1,0,Surburban,0,Phone,Discount,0.9137500193898984
